,pgn,uci,name,wdl
2803,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'exd4', 'O-O', 'b5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'e5d4', 'e1g1', 'b7b5']","Italian Game: Evans Gambit, Johner Defense",
2804,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'O-O', 'd6', 'd4', 'Bb6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'e1g1', 'd7d6', 'd2d4', 'a5b6']","Italian Game: Evans Gambit, Lasker Defense",
2805,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'exd4', 'O-O', 'Nge7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'e5d4', 'e1g1', 'g8e7']","Italian Game: Evans Gambit, Mieses Defense",
2806,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'O-O', 'd6', 'd4', 'Bd7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'e1g1', 'd7d6', 'd2d4', 'c8d7']","Italian Game: Evans Gambit, Sanders-Alapin Variation",
2807,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'O-O', 'Bc5', 'd4', 'Bxd4', 'Nxd4', 'Nxd4', 'Bg5', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'e1g1', 'f8c5', 'd2d4', 'c5d4', 'f3d4', 'c6d4', 'c1g5', 'd7d6']",Italian Game: Giuoco Piano,
2808,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'f5', 'Nc3', 'fxe4', 'Nxe4', 'd5', 'Nxe5', 'dxe4', 'Nxc6', 'Qg5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3', 'f5e4', 'c3e4', 'd7d5', 'f3e5', 'd5e4', 'e5c6', 'd8g5']","Ruy Lopez: Schliemann Defense, Classical Variation",
2809,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'f5', 'Nc3', 'fxe4', 'Nxe4', 'd5', 'Nxe5', 'dxe4', 'Nxc6', 'Qd5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'f7f5', 'b1c3', 'f5e4', 'c3e4', 'd7d5', 'f3e5', 'd5e4', 'e5c6', 'd8d5']","Ruy Lopez: Schliemann Defense, Möhring Variation",
2810,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'd4', 'Bd7', 'Nc3', 'Nf6', 'O-O', 'Be7', 'Re1', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'd7d6', 'd2d4', 'c8d7', 'b1c3', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'e8g8']","Ruy Lopez: Berlin Defense, Tarrasch Trap",
2811,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'O-O', 'Nxe4', 'd4', 'Nd6', 'Bxc6', 'dxc6', 'dxe5', 'Ne4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'e4d6', 'b5c6', 'd7c6', 'd4e5', 'd6e4']","Ruy Lopez: Berlin Defense, l'Hermet Variation, Westerinen Line",
2812,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'd4', 'exd4', 'Qxd4', 'Qxd4', 'Nxd4', 'Bd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'd2d4', 'e5d4', 'd1d4', 'd8d4', 'f3d4', 'f8d6']","Ruy Lopez: Exchange Variation, Alekhine Variation",
2813,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'd4', 'exd4', 'Qxd4', 'Qxd4', 'Nxd4', 'Bd7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'd2d4', 'e5d4', 'd1d4', 'd8d4', 'f3d4', 'c8d7']","Ruy Lopez: Exchange, Alekhine Variation",
2814,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'd6', 'Bxc6+', 'bxc6', 'd4', 'Nxe4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'd7d6', 'a4c6', 'b7c6', 'd2d4', 'f6e4']","Ruy Lopez: Morphy Defense, Steinitz Deferred",
2815,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'd6', 'Bxc6+', 'bxc6', 'd4', 'Bg4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'd7d6', 'a4c6', 'b7c6', 'd2d4', 'c8g4']","Ruy Lopez: Steinitz Defense Deferred, Lipnitsky Variation",
2816,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Be7', 'Qe2', 'b5', 'Bb3', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'd1e2', 'b7b5', 'a4b3', 'e8g8']","Ruy Lopez: Closed, Worrall Attack, Castling Line",
2817,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Be7', 'Qe2', 'b5', 'Bb3', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'd1e2', 'b7b5', 'a4b3', 'd7d6']","Ruy Lopez: Closed, Worrall Attack, Delayed Castling Line",
2818,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Be7', 'Re1', 'b5', 'Bb3', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'b7b5', 'a4b3', 'e8g8']",Ruy Lopez: Closed,
2819,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Be7', 'Re1', 'b5', 'Bb3', 'Bb7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'b7b5', 'a4b3', 'c8b7']","Ruy Lopez: Closed, Trajkovic Counterattack",
2820,"['d4', 'd5', 'e4', 'dxe4', 'Nc3', 'Nf6', 'f3', 'exf3', 'Nxf3', 'Bf5', 'Ne5', 'e6', 'g4', 'Be4']","['d2d4', 'd7d5', 'e2e4', 'd5e4', 'b1c3', 'g8f6', 'f2f3', 'e4f3', 'g1f3', 'c8f5', 'f3e5', 'e7e6', 'g2g4', 'f5e4']","Blackmar-Diemer Gambit Accepted: Gunderam Defense, Stader Variation",
2821,"['d4', 'Nf6', 'Nf3', 'e6', 'e3', 'c5', 'Bd3', 'd5', 'b3', 'Nc6', 'O-O', 'Bd6', 'Bb2', 'O-O']","['d2d4', 'g8f6', 'g1f3', 'e7e6', 'e2e3', 'c7c5', 'f1d3', 'd7d5', 'b2b3', 'b8c6', 'e1g1', 'f8d6', 'c1b2', 'e8g8']",Rubinstein Opening: Bogoljubov Defense,
2822,"['d4', 'Nf6', 'Nf3', 'e6', 'e3', 'c5', 'Bd3', 'd5', 'b3', 'Nc6', 'O-O', 'Be7', 'Bb2', 'O-O']","['d2d4', 'g8f6', 'g1f3', 'e7e6', 'e2e3', 'c7c5', 'f1d3', 'd7d5', 'b2b3', 'b8c6', 'e1g1', 'f8e7', 'c1b2', 'e8g8']",Rubinstein Opening: Classical Defense,
2823,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'e3', 'Bf5', 'cxd5', 'cxd5', 'Nc3', 'e6', 'Ne5', 'Nfd7']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'e2e3', 'c8f5', 'c4d5', 'c6d5', 'b1c3', 'e7e6', 'f3e5', 'f6d7']","Slav Defense: Quiet Variation, Amsterdam Variation",
2824,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'e3', 'e6', 'Bxc4', 'c5', 'O-O', 'a6', 'dxc5', 'Bxc5']","['d2d4', 'd7d5', 'c2c4', 'd5c4', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'f1c4', 'c7c5', 'e1g1', 'a7a6', 'd4c5', 'f8c5']",Queen's Gambit Accepted: Furman Variation,
2825,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'e3', 'e6', 'Bxc4', 'c5', 'O-O', 'a6', 'Qe2', 'b5']","['d2d4', 'd7d5', 'c2c4', 'd5c4', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'f1c4', 'c7c5', 'e1g1', 'a7a6', 'd1e2', 'b7b5']","Queen's Gambit Accepted: Classical Defense, Alekhine System",
2826,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c6', 'Nf3', 'dxc4', 'a4', 'Bb4', 'e3', 'b5', 'Bd2', 'a5']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c6', 'g1f3', 'd5c4', 'a2a4', 'f8b4', 'e2e3', 'b7b5', 'c1d2', 'a7a5']","Queen's Gambit Declined: Semi-Slav, Abrahams Variation",
2827,"['d4', 'd5', 'c4', 'e6', 'Nf3', 'c6', 'Nc3', 'dxc4', 'a4', 'Bb4', 'e3', 'b5', 'Bd2', 'Qb6']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'g1f3', 'c7c6', 'b1c3', 'd5c4', 'a2a4', 'f8b4', 'e2e3', 'b7b5', 'c1d2', 'd8b6']","Queen's Gambit Declined: Semi-Slav, Junge Variation",
2828,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c6', 'Nf3', 'dxc4', 'e3', 'b5', 'a4', 'Bb4', 'Bd2', 'Qe7']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c6', 'g1f3', 'd5c4', 'e2e3', 'b7b5', 'a2a4', 'f8b4', 'c1d2', 'd8e7']","Queen's Gambit Declined: Semi-Slav, Koomen Variation",
2829,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'Be7', 'Nf3', 'Nf6', 'Bg5', 'h6', 'Bh4', 'O-O', 'Rc1', 'dxc4']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'f8e7', 'g1f3', 'g8f6', 'c1g5', 'h7h6', 'g5h4', 'e8g8', 'a1c1', 'd5c4']",Queen's Gambit Declined: Uhlmann Variation,
2830,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'dxc5', 'd4', 'Na4', 'b5']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'd4c5', 'd5d4', 'c3a4', 'b7b5']",Tarrasch Defense: Grünfeld Gambit,
2831,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'cxd4', 'Qxd4', 'Nc6', 'Qd1', 'exd5', 'Qxd5', 'Be6']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'c5d4', 'd1d4', 'b8c6', 'd4d1', 'e6d5', 'd1d5', 'c8e6']",Tarrasch Defense: von Hennig Gambit,
2832,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'g3', 'Nf6', 'Bg2', 'Bg4']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'g8f6', 'f1g2', 'c8g4']",Tarrasch Defense: Wagner Variation,
2833,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'g3', 'Nf6', 'Bg2', 'Be7']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'g8f6', 'f1g2', 'f8e7']","Tarrasch Defense: Prague Variation, Main Line",
2834,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bf4', 'O-O', 'e3', 'c5', 'dxc5', 'Bxc5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1f4', 'e8g8', 'e2e3', 'c7c5', 'd4c5', 'e7c5']","Queen's Gambit Declined: Harrwitz Attack, Main Line",
2835,"['c4', 'Nf6', 'Nc3', 'e6', 'Nf3', 'd5', 'e3', 'c5', 'd4', 'Nc6', 'Bd3', 'Bd6', 'O-O', 'O-O']","['c2c4', 'g8f6', 'b1c3', 'e7e6', 'g1f3', 'd7d5', 'e2e3', 'c7c5', 'd2d4', 'b8c6', 'f1d3', 'f8d6', 'e1g1', 'e8g8']","Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation",
2836,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'e6', 'Nf3', 'Nbd7', 'Bd3', 'dxc4', 'Bxc4', 'b5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8d7', 'f1d3', 'd5c4', 'd3c4', 'b7b5']",Semi-Slav Defense: Meran Variation,
2837,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'Nc3', 'e6', 'Bg5', 'Nbd7', 'e3', 'Qa5', 'Nd2', 'dxc4']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'c1g5', 'b8d7', 'e2e3', 'd8a5', 'f3d2', 'd5c4']","Queen's Gambit Declined: Cambridge Springs Defense, Rubinstein Variation",
2838,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'Nc3', 'e6', 'Bg5', 'Nbd7', 'e3', 'Qa5', 'cxd5', 'Nxd5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'c1g5', 'b8d7', 'e2e3', 'd8a5', 'c4d5', 'f6d5']","Queen's Gambit Declined: Cambridge Springs Defense, Yugoslav Variation",
2839,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'Be7', 'Nf3', 'Nf6', 'Bg5', 'h6', 'Bh4', 'O-O', 'e3', 'Ne4']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'f8e7', 'g1f3', 'g8f6', 'c1g5', 'h7h6', 'g5h4', 'e8g8', 'e2e3', 'f6e4']",Queen's Gambit Declined: Lasker Defense,
2840,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bg5', 'h6', 'Bh4', 'O-O', 'e3', 'b6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'h7h6', 'g5h4', 'e8g8', 'e2e3', 'b7b6']",Queen's Gambit Declined: Tartakower Defense,
2841,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bg5', 'O-O', 'e3', 'Nbd7', 'Rc1', 'a6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'e8g8', 'e2e3', 'b8d7', 'a1c1', 'a7a6']","Queen's Gambit Declined: Orthodox Defense, Henneberger Variation",
2842,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bg5', 'O-O', 'e3', 'Nbd7', 'Rc1', 'c6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'e8g8', 'e2e3', 'b8d7', 'a1c1', 'c7c6']","Queen's Gambit Declined: Orthodox Defense, Main Line",
2843,"['d4', 'Nf6', 'c4', 'g6', 'Nf3', 'Bg7', 'g3', 'O-O', 'Bg2', 'd5', 'cxd5', 'Nxd5', 'O-O', 'Nb6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g1f3', 'f8g7', 'g2g3', 'e8g8', 'f1g2', 'd7d5', 'c4d5', 'f6d5', 'e1g1', 'd5b6']",Neo-Grünfeld Defense: Delayed Exchange Variation,
2844,"['d4', 'Nf6', 'c4', 'g6', 'Nf3', 'Bg7', 'g3', 'O-O', 'Bg2', 'c6', 'O-O', 'd5', 'cxd5', 'cxd5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g1f3', 'f8g7', 'g2g3', 'e8g8', 'f1g2', 'c7c6', 'e1g1', 'd7d5', 'c4d5', 'c6d5']",Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation,
2845,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Bf4', 'Bg7', 'e3', 'O-O', 'Rc1', 'c5', 'dxc5', 'Be6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c1f4', 'f8g7', 'e2e3', 'e8g8', 'a1c1', 'c7c5', 'd4c5', 'c8e6']","Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit, Botvinnik Variation",
2846,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Bf4', 'Bg7', 'Rc1', 'O-O', 'e3', 'c5', 'dxc5', 'Qa5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c1f4', 'f8g7', 'a1c1', 'e8g8', 'e2e3', 'c7c5', 'd4c5', 'd8a5']","Grünfeld Defense: Brinckmann Attack, Reshevsky Gambit",
2847,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'g6', 'Nf3', 'Bg7', 'Bd3', 'O-O', 'O-O', 'Bf5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'g7g6', 'g1f3', 'f8g7', 'f1d3', 'e8g8', 'e1g1', 'c8f5']",Grünfeld Defense: Flohr Defense,
2848,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'g6', 'Nf3', 'Bg7', 'Bd3', 'O-O', 'O-O', 'Bg4']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'g7g6', 'g1f3', 'f8g7', 'f1d3', 'e8g8', 'e1g1', 'c8g4']",Grünfeld Defense: Smyslov Defense,
2849,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'b8c6']","Grünfeld Defense: Russian Variation, Byrne Variation",
2850,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'a6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'a7a6']","Grünfeld Defense: Russian Variation, Hungarian Variation",
2851,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'b6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'b7b6']","Grünfeld Defense: Russian Variation, Levenfish Variation",
2852,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'Na6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'b8a6']","Grünfeld Defense: Russian Variation, Prins Variation",
2853,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'c6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'c7c6']","Grünfeld Defense: Russian Variation, Szabo Variation",
2854,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'Qb3', 'dxc4', 'Qxc4', 'O-O', 'e4', 'Bg4']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'd1b3', 'd5c4', 'b3c4', 'e8g8', 'e2e4', 'c8g4']","Grünfeld Defense: Russian Variation, Smyslov Variation",
2855,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'Nc3', 'Bb7', 'Bg5', 'h6', 'Bh4', 'g5', 'Bg3', 'Nh5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'b1c3', 'c8b7', 'c1g5', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'f6h5']","Queen's Indian Defense: Kasparov Variation, Botvinnik Attack",
2856,"['Nf3', 'Nf6', 'c4', 'e6', 'g3', 'b6', 'Bg2', 'Bb7', 'O-O', 'Be7', 'Nc3', 'O-O', 'd4', 'Na6']","['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'b7b6', 'f1g2', 'c8b7', 'e1g1', 'f8e7', 'b1c3', 'e8g8', 'd2d4', 'b8a6']","Queen's Indian Defense: Classical Variation, Tiviakov Defense",
2857,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'g3', 'Bb7', 'Bg2', 'Be7', 'O-O', 'O-O', 'Nc3', 'd5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'f8e7', 'e1g1', 'e8g8', 'b1c3', 'd7d5']","Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line",
2858,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qb3', 'c5', 'dxc5', 'Nc6', 'Nf3', 'Ne4', 'Bd2', 'Nxd2']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1b3', 'c7c5', 'd4c5', 'b8c6', 'g1f3', 'f6e4', 'c1d2', 'e4d2']","Nimzo-Indian Defense: Spielmann Variation, Karlsbad Variation",
2859,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qb3', 'c5', 'dxc5', 'Nc6', 'Nf3', 'Ne4', 'Bd2', 'Nxc5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1b3', 'c7c5', 'd4c5', 'b8c6', 'g1f3', 'f6e4', 'c1d2', 'e4c5']","Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation",
2860,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'c5', 'Bd3', 'Nc6', 'a3', 'Bxc3+', 'bxc3', 'O-O']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'c7c5', 'f1d3', 'b8c6', 'a2a3', 'b4c3', 'b2c3', 'e8g8']",Nimzo-Indian Defense: Sämisch Variation,
2861,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qc2', 'd5', 'cxd5', 'Qxd5', 'Nf3', 'Qf5', 'Qd1', 'e5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'd7d5', 'c4d5', 'd8d5', 'g1f3', 'd5f5', 'c2d1', 'e6e5']","Nimzo-Indian Defense: Classical Variation, Belyavsky Gambit",
2862,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'c5', 'Bd3', 'Nc6', 'Nf3', 'Bxc3+', 'bxc3', 'd6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'c7c5', 'f1d3', 'b8c6', 'g1f3', 'b4c3', 'b2c3', 'd7d6']","Nimzo-Indian Defense: Hübner Variation, Main Line",
2863,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'Nc6', 'O-O', 'dxc4']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'b8c6', 'e1g1', 'd5c4']",Nimzo-Indian Defense: Ragozin Variation,
2864,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'c5', 'O-O', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'c7c5', 'e1g1', 'b8d7']","Nimzo-Indian Defense: Normal Variation, Gligoric System",
2865,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'c5', 'O-O', 'b6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'c7c5', 'e1g1', 'b7b6']","Nimzo-Indian Defense: Normal Variation, Gligoric System, Keres Variation",
2866,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'c5', 'O-O', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'c7c5', 'e1g1', 'b8c6']","Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",
